timestamp,user_id,username,chat_id,command
2024-08-29 16:33:33,1482235566,Antonio ,-1001842559779,lsts j001111
2024-08-29 17:00:59,1482235566,Antonio ,-1001842559779,lsts j001111
2024-08-29 21:13:59,7312792342,Jorge Cartes,-1002154476162,outt j151381 s
2024-08-29 21:51:57,7312792342,Jorge Cartes,-1002154476162,outt j151391 s
2024-08-29 22:04:29,7312792342,Jorge Cartes,-1002154476162,outt j151281 s
2024-08-29 22:05:55,7312792342,Jorge Cartes,-1002154476162,outt j151291 s
2024-09-02 15:29:24,1482235566,Antonio ,-1001842559779,info x001110
2024-09-02 15:58:01,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 15:58:21,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 16:02:28,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 16:14:00,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 16:38:16,1482235566,Antonio ,-1002154476162,lsts j086441
2024-09-02 16:38:31,1482235566,Antonio ,-1002154476162,lsts j086441
2024-09-02 16:41:48,1482235566,Antonio ,-1002154476162,lsts j086521
2024-09-02 17:38:50,1482235566,Antonio ,-1002154476162,lsts j001111
2024-09-02 17:39:30,1482235566,Antonio ,-1002154476162,lsts j086521
2024-09-02 18:35:06,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 19:33:11,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-02 19:33:25,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-02 19:33:47,1482235566,Antonio ,-1002155352659,xflt j00111
2024-09-02 19:34:10,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 19:36:41,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-02 19:41:16,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-02 19:56:26,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-02 21:35:03,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-03 06:47:30,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-03 12:16:35,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-03 12:34:02,1482235566,Antonio ,-1001842559779,lsts  j090221
2024-09-03 15:15:23,1482235566,Antonio ,-1002155352659,lsts  j090221
2024-09-03 15:50:20,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-03 18:11:53,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 07:44:48,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-04 07:45:05,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-04 11:48:59,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-04 12:10:56,1482235566,Antonio ,-1002155352659,lsts j017361
2024-09-04 12:14:59,1482235566,Antonio ,-1002155352659,lsts j017361
2024-09-04 12:16:38,1482235566,Antonio ,-1002155352659,lsts j017221
2024-09-04 15:53:20,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 15:54:18,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 16:15:42,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 16:16:09,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 22:35:41,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 22:36:01,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 22:36:17,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-04 22:36:26,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-05 06:20:30,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-05 06:20:45,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-05 06:21:07,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-05 06:21:20,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-05 10:08:39,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-05 10:08:56,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-05 10:11:10,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-05 13:08:01,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-05 13:18:02,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-05 13:18:07,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-05 13:18:13,1482235566,Antonio ,-1002155352659,lsts j001111
2024-09-05 14:25:49,1482235566,Antonio ,-1001842559779,lsts j001111
2024-09-06 11:14:12,1482235566,Antonio ,-1002154476162,lsts j001111
2024-09-06 11:14:26,1482235566,Antonio ,-1002154476162,lsts j001111
2024-09-06 11:14:41,1482235566,Antonio ,-1002154476162,lsts j001111
2024-09-06 11:14:58,1482235566,Antonio ,-1002154476162,lsts j001111
2024-09-06 11:15:04,1482235566,Antonio ,-1002154476162,lsts j001111
2024-09-06 11:15:10,1482235566,Antonio ,-1002154476162,lsts j01111
2024-09-06 11:19:39,7312792342,Jorge Cartes,-1002154476162,outt j083191 s
2024-09-06 11:22:04,7312792342,Jorge Cartes,-1002154476162,outt j083191 s
2024-09-06 11:25:34,7312792342,Jorge Cartes,-1002154476162,outt j083211 s
2024-09-06 11:26:16,7312792342,Jorge Cartes,-1002154476162,outt j083211 s
2024-09-06 11:27:55,7312792342,Jorge Cartes,-1002154476162,outt j083221 s
2024-09-06 11:28:14,7312792342,Jorge Cartes,-1002154476162,outt j083221 s
2024-09-06 11:29:33,7312792342,Jorge Cartes,-1002154476162,outt j083222 s
2024-09-06 11:32:18,7312792342,Jorge Cartes,-1002154476162,outt j083253 s
2024-09-06 11:33:53,7312792342,Jorge Cartes,-1002154476162,outt j083254 s
2024-09-06 11:35:27,7312792342,Jorge Cartes,-1002154476162,outt j083261 s
2024-09-06 11:37:05,7312792342,Jorge Cartes,-1002154476162,outt j083262 s
2024-09-06 11:39:24,7312792342,Jorge Cartes,-1002154476162,outt j083265 s
2024-09-06 11:43:26,7312792342,Jorge Cartes,-1002154476162,outt j083266 s
2024-09-06 11:44:50,7312792342,Jorge Cartes,-1002154476162,outt j083291 s
2024-09-06 11:46:12,7312792342,Jorge Cartes,-1002154476162,outt j083351 s
2024-09-06 11:47:44,7312792342,Jorge Cartes,-1002154476162,outt j083691 s
2024-09-06 11:48:13,7312792342,Jorge Cartes,-1002154476162,outt j083691 s
2024-09-06 11:49:51,7312792342,Jorge Cartes,-1002154476162,outt j083692 s
2024-09-06 11:51:09,7312792342,Jorge Cartes,-1002154476162,outt j083693 s
2024-09-06 11:52:05,7312792342,Jorge Cartes,-1002154476162,outt j083694 s
2024-09-06 14:32:27,7424926491,Yhoshua ,-1002154476162,lsts j006141
2024-09-06 14:35:05,7424926491,Yhoshua ,-1002154476162,xflt x006140
2024-09-06 14:35:27,7424926491,Yhoshua ,-1002154476162,xflt j006141
2024-09-06 20:28:12,7312792342,Jorge Cartes,-1002154476162,lsts j095000
2024-09-06 20:28:33,7312792342,Jorge Cartes,-1002154476162,lsts j095000
